Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
SPOT,SPOT,SPOTIFY TECHNOLOGY SA,Communication,Software & IT Services,United States,New York Stock Exchange Inc.,,1.7657,282.0283,160.1,30966253820,161.66,69.285,22
DTE,DTE,DTE ENERGY,Utilities,,United States,New York Stock Exchange Inc.,DTE,,,,,,,-1401
STE,STE,STERIS,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.8523,209.1998,221.22,21823572007,227.36,159.21,600
HIG,HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8492,12.1008,71.19,22085608293,79.44,60.165,3833
ENPH,ENPH,ENPHASE ENERGY INC,Information Technology,Renewable Energy,United States,NASDAQ,,1.4523,47.6756,159,21789948300,339.92,152.15,698
LH,LH,LABORATORY CORPORATION OF AMERICA,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,1.0581,21.6242,238.755,21153693000,263.125,200.32,1474
LUV,LUV,SOUTHWEST AIRLINES,Industrials,Passenger Transportation Services,United States,New York Stock Exchange Inc.,,1.1772,35.7679,35.77,21285764787,41.76,28.4,-156
HPE,HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,"Computers, Phones & Household Electronics",United States,New York Stock Exchange Inc.,,1.2656,21.1818,16.6074,21448756033,17.74,11.9,1471
AEE,AEE,AMEREN CORP,Utilities,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.4432,19.3889,81.2503,21337100657,97.53,73.28,-1088
INVH,INVH,INVITATION HOMES INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9051,51.1175,34.17,20909255145,40.2,28.52,816
WBA,WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Food & Drug Retailing,United States,NASDAQ,,0.7044,7.4967,28.64,24723806496,42.29,28.1401,2165
FE,FE,FIRSTENERGY CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4389,53.6479,38.465,22034171358,43.31,35.6,2683
PODD,PODD,INSULET CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.7934,5775.766,287.59,20043823749,335.91,208.5401,-4
ETR,ETR,ENTERGY CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.6389,17.4143,95.74,20243907058,122.46,94.16,-2703
VRSN,VRSN,VERISIGN INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.9929,34.1879,222.19,23129179116,229.72,162.85,804
MTB,MTB,M&T BANK CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,0.7807,9.4179,124.3231,20621447732,193.42,109.36,4359
DOV,DOV,DOVER CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.3523,19.5424,144.515,20210610619,160.66,114.49,585
RJF,RJF,RAYMOND JAMES INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.0448,13.4088,103.385,21908387719,126,82,-19
IFF,IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Food & Tobacco,United States,New York Stock Exchange Inc.,,1.1051,,77.22,19698157908,129.2,75.18,-159
EXR,EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.5558,23.3077,147.06,19860320646,216.52,139.97,1238
ICLR,ICLR,ICON PLC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.1234,38.8518,240.67,19717712841,249.62,171.43,421
FSLR,FSLR,FIRST SOLAR INC,Information Technology,Renewable Energy,United States,NASDAQ,,1.3758,476.7598,183.31,19582219067,232,60.96,-30
DRI,DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.2252,20.2267,165.09,19964251155,168.98,111.38,854
HOLX,HOLX,HOLOGIC INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.0049,26.7464,80.76,19876505832,87.88,59.78,1999
ARE,ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9395,24.5377,112.99,19469220000,172.65,108.81,1294
PPL,PPL,PPL CORP,Utilities,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.7981,26.6101,26.23,19333283148,31.74,23.465,-0
FICO,FICO,FAIR ISAAC CORP,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.2438,52.5391,795.005,19869655365,815.64,389.835,503
CLX,CLX,CLOROX,Consumer Staples,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,0.2782,264.2799,157.37,19401480000,178.205,124.58,535
LVS,LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.1706,,57.73,44121387922,65.58,30.93,-1575
OMC,OMC,OMNICOM GROUP INC,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,0.8651,14.4914,95.29,19249180000,97.22,61.31,848
BR,BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.0165,34.6478,162.94,19223742670,183.33,131.35,370
WAB,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4921,29.4847,107.6875,19369707550,108.13,78.26,889
CPNG,CPNG,COUPANG INC CLASS A,Consumer Discretionary,Diversified Retail,United States,New York Stock Exchange Inc.,,1.236,148.1737,17.26,30703244420,21.38,12.24,-259
NET,NET,CLOUDFLARE INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9535,,64.14,21288822852,80.99,37.37,-40
NVR,NVR,NVR INC,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.0136,13.2713,6256.045,20497680000,6386.62,3816.555,1852
TDY,TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.0736,25.4021,405.6,19081687248,448.71,325,723
COO,COO,COOPER INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.9113,65.5447,381.46,18885291163,395.2,244.215,450
VTR,VTR,VENTAS REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.2182,822.405,47.345,18940452471,54.11,35.33,898
CTRA,CTRA,COTERRA ENERGY INC,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,0.2596,4.6916,25.08,18996926256,32.47,22.25,3756
UAL,UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Passenger Transportation Services,United States,NASDAQ,,1.4431,9.8276,55.39,18166197371,56.97,31.58,1247
RBLX,RBLX,ROBLOX CORP CLASS A,Communication,Software & IT Services,United States,New York Stock Exchange Inc.,,2.19,0,39.28,23987541824,53.88,25.3202,-57
EXPD,EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Freight & Logistics Services,United States,NASDAQ,,0.9897,15.5657,119.8,18304505560,120.44,86.08,2043
CNP,CNP,CENTERPOINT ENERGY INC,Utilities,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.8824,22.6976,28.77,18154710084,33.5,25.03,-2609
FITB,FITB,FIFTH THIRD BANCORP,Financials,Banking Services,United States,NASDAQ,,1.2074,7.5372,26.3,17923250000,38.055,22.11,-138
NU,NU,NU HOLDINGS LTD CLASS A,Financials,Banking Services,United States,New York Stock Exchange Inc.,,0.896,0,7.725,36417225900,7.99,3.39,641
PFG,PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.2964,4.4048,75.31,18283362657,96.17,61.05,-456
HWM,HWM,HOWMET AEROSPACE INC,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.4584,41.6339,48.565,20071477415,48.685,30.05,540
MKL,MKL,MARKEL GROUP INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.7825,64.1735,1364.38,18209984189,1458.56,1064.09,2455
FLT,FLT,FLEETCOR TECHNOLOGIES INC,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.2118,19.5792,247.85,18299806470,249.38,161.69,603
BALL,BALL,BALL CORP,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.7976,39.8868,57.42,18061323192,74.35,46,-1368
MAA,MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7523,26.3947,152.05,17738107385,190.17,138.68,1058
SWKS,SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.2641,15.6274,109.29,17394017163,123.69,76.16,915
PHM,PHM,PULTEGROUP INC,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.3661,6.6954,77.02,17192727884,79.145,35.99,1
BLDR,BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.9809,8.7287,135.9996,17430919132,136.1,51.37,3259
HUBB,HUBB,HUBBELL INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.0077,,324.945,17413331379,326.62,176.42,454
STLD,STLD,STEEL DYNAMICS INC,Materials,Metals & Mining,United States,NASDAQ,,1.5129,5.6729,108.75,18081540000,136.46,62.44,3552
BMRN,BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Pharmaceuticals,United States,NASDAQ,,0.3924,250.6864,91.1175,17102836755,117.77,80.53,55
CMS,CMS,CMS ENERGY CORP,Utilities,Metals & Mining,United States,New York Stock Exchange Inc.,,1.2805,6.13,47.46,6082233000,55,10.2,-1245
SPLK,SPLK,SPLUNK INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.2754,,104.975,17383860000,116.84,65,427
ZM,ZM,ZOOM VIDEO COMMUNICATIONS INC CLAS,Information Technology,Software & IT Services,United States,NASDAQ,,-0.2278,,67.72,20149720312,124.05,60.45,1186
NDAQ,NDAQ,NASDAQ INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.9389,21.5014,49.665,24373858624,69.22,48.95,1554
TER,TER,TERADYNE INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.5247,28.3319,109.07,16910071008,112.17,67.81,415
TYL,TYL,TYLER TECHNOLOGIES INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.8296,111.7229,410.81,17223340709,425.805,281.11,359
CCL,CCL,CARNIVAL CORP,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,2.3177,0,17.02,21637160000,17.75,6.11,-6610
PINS,PINS,PINTEREST INC CLASS A,Communication,Software & IT Services,United States,New York Stock Exchange Inc.,,1.0218,14302.56,27.525,18820411425,29.27,16.775,440
K,K,KELLOGG,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.4134,26.9159,66.32,22731737087,77.17,63.74,1651
MOH,MOH,MOLINA HEALTHCARE INC,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,0.683,19.6848,293.75,17125625000,374,256.19,682
TRGP,TRGP,TARGA RESOURCES CORP,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,2.2659,19.2005,74.83,16913009253,79.7,55.56,1047
LPLA,LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.9018,16.2495,216.51,16815983118,271.56,169.675,1639
ATO,ATO,ATMOS ENERGY CORP,Utilities,Natural Gas Utilities,United States,New York Stock Exchange Inc.,,0.6127,19.8044,115.36,16668054928,121.92,97.71,-1467
EXAS,EXAS,EXACT SCIENCES CORP,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.4099,,94.48,17038560000,99.005,29.27,-438
LW,LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.5366,30.1895,113.71,16568024582,116,70.6,128
NTAP,NTAP,NETAPP INC,Information Technology,"Computers, Phones & Household Electronics",United States,NASDAQ,,1.1994,12.9925,75.61,15981170000,79.09,58.08,868
RF,RF,REGIONS FINANCIAL CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.1947,7.4103,17.685,16594037108,24.33,13.94,3102
BBY,BBY,BEST BUY CO INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.5484,13.9074,83.17,18148567285,93.3215,60.785,894
ENTG,ENTG,ENTEGRIS INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.2406,4139.133,109.07,16326164763,114.47,61.7501,-114
IRM,IRM,IRON MOUNTAIN INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9381,28.0136,56.0675,16350589372,57.53,43.33,44
PAYC,PAYC,PAYCOM SOFTWARE INC,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,1.425,58.699,312.915,18109357957,402.7799,262.115,232
BRO,BRO,BROWN & BROWN INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.7579,27.6066,67.4,19117625820,68.43,52.8206,881
IEX,IEX,IDEX CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.9938,27.1546,212,16022190440,246.23,177.26,489
GRMN,GRMN,GARMIN LTD,Consumer Discretionary,Communications & Networking,United States,New York Stock Exchange Inc.,,0.9387,20.4566,103.78,19852128090,108.32,76.37,544
DGX,DGX,QUEST DIAGNOSTICS INC,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,0.9454,20.9707,140.99,15792177108,158.3356,120.4,1314
SUI,SUI,SUN COMMUNITIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.717,74.6224,128.68,16073530000,172.67,117.63,735
RS,RS,RELIANCE STEEL & ALUMINUM,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,0.8929,9.5,270.1501,15882986157,270.25,162.4975,1777
CAG,CAG,CONAGRA BRANDS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.54,19.7292,33.21,15838074828,41.3,32.3001,713
EXPE,EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,1.6173,55.2177,107.615,16046330000,124.95,82.39,3
LKQ,LKQ,LKQ CORP,Consumer Discretionary,Automobiles & Auto Parts,United States,NASDAQ,,1.3576,13.7021,57.47,15361139059,59.33,46.2,1028
FDS,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.8216,30.3725,395.61,15159573438,474.13,371.59,487
HBAN,HBAN,HUNTINGTON BANCSHARES INC,Financials,Banking Services,United States,NASDAQ,,1.087,6.828,10.7826,15565923099,15.74,9.1301,4027
ARES,ARES,ARES MANAGEMENT CORP CLASS A,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.3332,84.2595,95.12,28433241864,95.59,55.4525,-770
IPG,IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,1.1181,16.8771,38.485,14856472308,40.95,25.14,431
WAT,WAT,WATERS CORP,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.856,22.3933,260.95,15404810091,369,248.18,436
PTC,PTC,PTC INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.1866,52.8114,143.515,16645230000,144.56,97.97,409
SJM,SJM,JM SMUCKER,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.2166,22.7424,146.515,14812070000,163.07,125.825,717
NTRS,NTRS,NORTHERN TRUST CORP,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.0826,12.2526,73.265,15004820000,104.57,69.54,2392
RVTY,RVTY,REVVITY INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.098,39.9613,118.68,14887337880,170,110.75,594
CINF,CINF,CINCINNATI FINANCIAL CORP,Financials,Insurance,United States,NASDAQ,,0.6222,631.7355,96.42,15158448534,130.66,88.66,2052
JBHT,JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Freight & Logistics Services,United States,NASDAQ,,1.1325,20.322,181.565,18537400000,200.64,154.035,236
ESS,ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7747,30.2198,232.82,14779100000,300.33,195.03,954
SNA,SNA,SNAP ON INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.1103,16.2587,285.865,15131354724,286.75,192.25,591
J,J,JACOBS SOLUTIONS INC,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,0.8389,19.2565,117.48,14902338000,138.05,106.78,347
TRU,TRU,TRANSUNION,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.3668,57.6031,77.5,14973000000,90.08,50.32,3
AMCR,AMCR,AMCOR PLC,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.8524,15.0221,9.8617,14434860000,13.37,9.53,999
FWONK,FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Media & Publishing,United States,NASDAQ,,1.0897,40.6688,75.44,29859450000,80.13,50,1811
ZBRA,ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Electronic Equipment & Parts,United States,NASDAQ,,1.6597,36.0778,288.66,14845881944,365.97,224.865,413
SYF,SYF,SYNCHRONY FINANCIAL,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.5779,5.9541,34.025,14582114665,40.885,26.59,6694
CBOE,CBOE,CBOE GLOBAL MARKETS INC,Financials,Investment Banking & Investment Services,United States,Cboe BZX formerly known as BATS,,0.5044,62.534,135.97,14354964765,140.82,111.83,591
EQT,EQT,EQT CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.1967,3.8096,40.835,14767679654,51.97,28.105,2065
WPC,WPC,W. P. CAREY REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7909,22.4015,67.5,14525710000,89.63,66.1001,899
POOL,POOL,POOL CORP,Consumer Discretionary,Leisure Products,United States,NASDAQ,,0.9638,22.0192,369.73,14449990000,423.97,278.1004,441
RE,RE,EVEREST RE GROUP LTD,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.5987,20.1236,339.97,14271880000,394.995,244.575,3695
BAH,BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,0.5956,53.6251,110.635,14492067586,112.547,87.0401,657
GGG,GGG,GRACO INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.8033,29.8317,85.9699,14472198756,86.299,56.76,176
SWK,SWK,STANLEY BLACK & DECKER INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.348,88.6133,94.43,14461265161,118.37,70.24,-1990
UDR,UDR,UDR REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7523,138.404,42.72,14062262016,50.65,37.18,605
TSN,TSN,TYSON FOODS INC CLASS A,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.7443,11.8424,50.415,17928113440,88.76,47.11,800
NDSN,NDSN,NORDSON CORP,Industrials,"Machinery, Equipment & Components",United States,NASDAQ,,0.936,27.216,244.66,13943435186,251.26,195.28,462
AKAM,AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.7863,28.1441,88.99,13544464879,98.81,70.65,816
LYV,LYV,LIVE NATION ENTERTAINMENT INC,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,1.2928,146.7951,90.15,20724691680,99.66,64.25,1485
MRO,MRO,MARATHON OIL CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,2.3698,5.4882,22.6805,14007574326,33.42,19.42,3978
CNHI,CNHI,CNH INDUSTRIAL NV,Industrials,"Machinery, Equipment & Components",Italy,New York Stock Exchange Inc.,,1.4743,10.1807,14.12,17671450000,17.98,10.6,627
BG,BG,BUNGE LTD,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.6452,9.0059,93.34,14058656118,106.99,80.41,-6104
DECK,DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,0.914,26.7947,514.98,13471799553,522.6,238.43,121
JBL,JBL,JABIL INC,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.4527,14.7099,106.56,14138839008,107.3,48.8,266
AES,AES,AES CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.9318,0,20.45,13687915065,29.89,18.9,-1836
CF,CF,CF INDUSTRIES HOLDINGS INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.0179,4.5622,69.565,13303290000,119.5983,60.08,3402
FCNCA,FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Banking Services,United States,NASDAQ,,0.9674,1.7395,1260,18873890000,1345.435,505.84,2791
KMX,KMX,CARMAX INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.4436,29.1122,84.675,13348150000,106.24,52.1,-2858
TXT,TXT,TEXTRON INC,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.4822,16.3718,67.165,13545803617,76.11,57.96,1134
AVY,AVY,AVERY DENNISON CORP,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.9604,19.9111,167.96,13559123588,204.37,157.28,663
AXON,AXON,AXON ENTERPRISE INC,Industrials,Aerospace & Defense,United States,NASDAQ,,0.9069,103.3371,196.41,14511813737,229.95,88.6115,180
AVTR,AVTR,AVANTOR INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.3126,21.3147,20.125,13586538437,32.765,17.91,710
SSNC,SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Software & IT Services,United States,NASDAQ,,1.4299,25.8546,60.27,15014655264,64.52,45.25,926
LNT,LNT,ALLIANT ENERGY CORP,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.5389,19.8442,51.905,13048283759,64.62,47.19,1055
EVRG,EVRG,EVERGY INC,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.4921,17.209,57.65,13241109650,71.58,54.12,-365
FMC,FMC,FMC CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,0.825,15.9944,104.4826,12996570000,134.38,98.24,582
TRMB,TRMB,TRIMBLE INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.5788,27.8479,52.95,13118193060,72.24,45.43,348
MAS,MAS,MASCO CORP,Industrials,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.1902,16.55,11,5322716000,27.97,4.12,616
MGM,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,2.0672,9.0449,42.935,15619714358,46.365,27.79,991
CSL,CSL,CARLISLE COMPANIES INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,0.9402,15.6719,254.63,12977892719,318.71,203.655,817
U,U,UNITY SOFTWARE INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,2.493,0,43.45,16452668375,58.625,21.22,-117
LSCC,LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.2786,64.5993,93.08,12812350304,96.82,43.41,215
CFG,CFG,CITIZENS FINANCIAL GROUP INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.2919,6.1688,25.835,12503837730,44.82,23.37,-126
EPAM,EPAM,EPAM SYSTEMS INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.5198,31.2915,224.05,12973736237,462.99,197.99,382
WSO,WSO,WATSCO INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.909,27.127,374.64,16692270000,379.96,228.61,538
ZS,ZS,ZSCALER INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.8456,,143.55,20942681760,194.21,84.93,231
WRB,WRB,WR BERKLEY CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.6244,14.9373,58.94,15156220000,76.4624,55.5,2516
WDC,WDC,WESTERN DIGITAL CORP,Information Technology,"Computers, Phones & Household Electronics",United States,NASDAQ,,1.6538,15.2197,37.78,12087234972,50.95,29.73,773
BFB,BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Beverages,United States,New York Stock Exchange Inc.,,0.7053,0,67.54,31694550000,76.6,61.47,7552
LDOS,LDOS,LEIDOS HOLDINGS INC,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,0.7942,17.7983,88.225,12101585042,110.91,76.58,857
JKHY,JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Software & IT Services,United States,NASDAQ,,0.647,34.3796,166.49,12133008697,212.62,139.28,313
MANH,MANH,MANHATTAN ASSOCIATES INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.5732,88.2708,193.97,12031456717,194.8,106.02,173
KIM,KIM,KIMCO REALTY REIT CORP,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.444,79.465,19.605,12152978739,23.89,17.34,861
TECH,TECH,BIO TECHNE CORP,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.2256,45.5229,78.85,12413875910,99.335,68.0025,280
BILL,BILL,BILL HOLDINGS INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.9499,,1962.54,12443180000,1962.54,1962.54,-21
VTRS,VTRS,VIATRIS INC,Health Care,Pharmaceuticals,United States,NASDAQ,,1.1818,6.2183,9.915,11888382449,12.3993,8.42,2547
ELS,ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.6879,45.3466,66.42,12366180000,77.36,56.91,599
PEN,PEN,PENUMBRA INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.5202,2014.369,335.93,12850320212,344.81,118.65,-75
DOX,DOX,AMDOCS LTD,Information Technology,Software & IT Services,United States,NASDAQ,,0.664,21.8259,97.94,11684110000,97.95,78.02,530
MTCH,MTCH,MATCH GROUP INC,Communication,Software & IT Services,United States,NASDAQ,,1.1101,40.4345,41.78,11634092224,77.77,30.73,477
HST,HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Residential & Commercial REIT,United States,NASDAQ,,1.2926,14.5246,16.62,11756810000,19.5105,14.505,1416
TAP,TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Beverages,United States,New York Stock Exchange Inc.,,0.8729,22.8444,65.68,13329400000,68.13,46.685,841
AMH,AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.6791,40.2747,35.245,12755176073,38.935,28.785,527
DPZ,DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,0.8117,25.103,332.63,11754821548,426.44,285.84,560
GLPI,GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Residential & Commercial REIT,United States,NASDAQ,,1.0071,16.3956,48.42,12703262994,54.8763,43.26,896
OC,OC,OWENS CORNING,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.4455,9.2762,129.82,11697995817,130.04,73.36,1314
